name,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,Class_prob_e,true_Class,conf_flag
2CXO J001854.8+162952,0.3053223542740993,0.047092845688129076,0.006225060634691798,1.1546677248500744e-06,0.00023072863748956884,0.526814445269256,0.11358176792565489,0.0007316429029543437,0.134306940184259,0.049575143206649484,0.003922955090945922,7.931468008632556e-06,0.0004350247356532339,0.17975431281963142,0.0741279341961219,0.0008153996020938091,LMXB,0.526814445269256,0.17975431281963142,AGN,0
2CXO J002025.2+154054,0.9978777777777779,0.00136444444444443,3.0555555555555005e-05,0.000146666666666665,0.0,0.000512777777777772,0.0,6.7777777777776e-05,0.002941653167357944,0.002166678465535215,0.00017610304746680882,0.0006287139310791916,0.0,0.0012231364553383158,0.0,0.00032051484646399226,AGN,0.9978777777777779,0.002941653167357944,AGN,1
2CXO J002037.9+284231,0.999627001257061,0.00027781934053754126,0.0,0.0,4.610419548178885e-08,8.3888888888887e-05,0.0,1.1244409316972261e-05,0.0010177901778195093,0.000864480706976126,0.0,0.0,4.6104195481788866e-07,0.000382502882236932,0.0,0.00011110028899868122,AGN,0.999627001257061,0.0010177901778195093,AGN,1
2CXO J002140.9+003841,0.9966718337458746,0.000776458333333323,6.6666666666666e-05,3.3333333333333e-05,0.00010226347634763355,0.001591666666666647,0.0,0.000757777777777766,0.0038290058462901694,0.0016465947567298666,0.0004124269898392568,0.00033333333333333,0.00048151942973015594,0.0021984045587234106,0.0,0.0013849555977473059,AGN,0.9966718337458746,0.0038290058462901694,AGN,1
2CXO J002209.9+001629,0.9994436695347484,0.0003211531986531935,0.0,0.0,0.0001901883239171345,3.3372781065088425e-05,0.0,1.1616161616161506e-05,0.0014065866856348439,0.00090053208427013,0.0,0.0,0.0008877334507170074,0.0003333295821113844,0.0,0.0001111748618255818,AGN,0.9994436695347484,0.0014065866856348439,AGN,1
2CXO J002227.4+012412,0.9728976338958948,0.013712740500240456,0.000619444444444436,0.002803333333333311,0.000294999999999996,0.001438333333333312,0.00016333333333332903,0.008070181159420254,0.022156298907897127,0.009666195701172966,0.0012464033554009004,0.003330633212425241,0.0009506036372859763,0.0018303447225092057,0.0004891145790663821,0.014267972783894908,AGN,0.9728976338958948,0.022156298907897127,AGN,1
2CXO J002257.6+614107,0.08775784276965375,0.8115869700037325,0.006141616161616123,0.025542049107025927,0.00399464210689785,0.023902875739658457,0.001201435786435766,0.039872568324979325,0.022597725791165726,0.032325490454447235,0.004482570831434614,0.009785873929011254,0.003512164273128201,0.011143555206315544,0.001546662384885548,0.013027790134469228,CV,0.8115869700037325,0.032325490454447235,CV,1
2CXO J002301.4-275238,0.9962187778343174,0.00131683567200327,2.4444444444444e-05,4.9999999999999006e-05,0.001290479935221771,0.0006474161704709506,0.0,0.00045204594354210267,0.008926029228451187,0.0030297655876221825,0.00017269675040933527,0.0003711691722560169,0.0032832184263127226,0.00269391063599665,0.0,0.0013742089506228153,AGN,0.9962187778343174,0.008926029228451187,AGN,1
2CXO J002316.8+092323,0.13934456067092782,0.004252861269743825,0.00073519923145432,2.6001588528460363e-06,0.16520548465130372,0.25514032847919554,0.42942055785505273,0.005898407683469001,0.04066161734117461,0.004169349367067875,0.0012280708801730375,1.8838403357727215e-05,0.1085549786334952,0.10047638026188936,0.14115391921262357,0.004417984208444664,NS,0.42942055785505273,0.14115391921262357,LMXB,0
2CXO J002733.7-013452,0.9327535435169944,0.011842619047619003,0.0027853703703703543,0.015289999999999956,0.0014702347417840276,0.0018999206349206161,0.00013833333333333,0.03381997835497831,0.0898461376943399,0.007241028821698269,0.010236851270523636,0.018520606919278763,0.00772336800070574,0.0026585194183241113,0.00047189993623560994,0.05260670927717235,AGN,0.9327535435169944,0.0898461376943399,AGN,1
2CXO J002903.0+593419,0.07369620012596628,0.06111119793030735,0.0014415195918540547,2.671367765707032e-06,0.024848853639631505,0.3127865888835706,0.49970297413382453,0.026409994327079717,0.018665123522654977,0.023018176770694482,0.001554999780709596,2.3746376982368085e-05,0.017339677487743597,0.0796549415279129,0.07923500231572037,0.011276215897308553,NS,0.49970297413382453,0.07923500231572037,LMXB,0
2CXO J003131.4+003420,0.999839779347139,2.2270114942528513e-05,0.0,0.0,8.449353624611314e-05,5.3412793007548336e-05,0.0,4.4208664898320065e-08,0.000989285294935385,0.00022221790061703077,0.0,0.0,0.00047877701670448106,0.0005333258989742797,0.0,4.4208664898320067e-07,AGN,0.999839779347139,0.000989285294935385,AGN,1
2CXO J003319.1-433711,0.20566183612021643,0.019539104539176826,0.0024665157764000986,5.430041081778372e-05,0.002412689404156276,0.24905325452966623,0.5202222770372735,0.0005900221822926035,0.07090085890004477,0.04214087329406908,0.002029421727460672,0.0005000666271658548,0.0031361641360061103,0.12112691467866837,0.1555609665351913,0.0007915228833137509,NS,0.5202222770372735,0.1555609665351913,AGN,0
2CXO J003320.9-433745,0.09979910058775542,0.08565421978207403,0.017353493912462575,5.350772889417361e-07,0.0004585573032360776,0.37277928902684676,0.4231967430599098,0.0007580612504262028,0.04551039110907461,0.08619904240799531,0.011154560033227918,5.350772889417362e-06,0.000923159481694607,0.15048991900595768,0.1541994253304937,0.0009512469119106217,NS,0.4231967430599098,0.1541994253304937,AGN,0
2CXO J003328.6-433231,0.9364856766780132,0.0009857340757766441,0.004263601741684833,0.0,0.026043441023625765,0.010252868326238937,0.004219731476157908,0.017748946678502634,0.03635296552755924,0.002636901675086068,0.005407154818526602,0.0,0.021801404760977725,0.010182591959695056,0.005366188173178933,0.014816538500955807,AGN,0.9364856766780132,0.03635296552755924,AGN,1
2CXO J003328.7-433138,0.400951644252561,0.04553834597812525,0.01345026833617091,6.254488299933607e-07,0.0002412229201717741,0.25094208277076707,0.28798246882442113,0.0008933414689526694,0.10698455119129358,0.04493676477239419,0.0060581759904614315,5.409656224939052e-06,0.00046069037580849634,0.14319712709438495,0.14592253426477572,0.001267547111745471,AGN,0.400951644252561,0.10698455119129358,AGN,0
2CXO J003331.6-433313,0.9493388743816392,0.0007972374611754491,0.004108936311561992,0.00029353164918960694,0.00015805646022363509,0.006179061830415214,0.027591417685208307,0.011532884220586428,0.026056998652401353,0.0011817622282968433,0.004104375830892048,0.0010553175677298437,0.0005881226034600361,0.0067551691813871355,0.015839357168249156,0.010527560905481369,AGN,0.9493388743816392,0.026056998652401353,AGN,1
2CXO J003332.0-432007,0.2995746571085154,0.012197385790409531,0.003996958369047955,3.821575250146679e-07,0.002063099447714755,0.355321034362332,0.32018120165342984,0.0066652811110253585,0.08883102846629048,0.027379751043698244,0.01224159744973803,2.735986687634334e-06,0.004605130386753655,0.17044522445685673,0.13423225667777916,0.01013825527761363,LMXB,0.355321034362332,0.17044522445685673,AGN,0
2CXO J003334.3-432220,0.33683015949886314,0.007511856790402635,0.0008411127567903301,0.0,0.008505893121097613,0.5179766940624642,0.12707032818433928,0.0012639555860426788,0.09044703747283195,0.0059428856631267065,0.0012646999611487682,0.0,0.009683379349008139,0.104229919861047,0.06529084397542542,0.001938911773289303,LMXB,0.5179766940624642,0.104229919861047,AGN,0
2CXO J003346.2-431943,0.9991209332801299,0.00011893146019582612,0.0,0.0,3.8888888888888e-05,0.0005406908152298035,0.0,0.000180555555555553,0.001695846165649483,0.000425878999165616,0.0,0.0,0.00027642769553124045,0.0012040470558757521,0.0,0.0007588023179494043,AGN,0.9991209332801299,0.001695846165649483,AGN,1
2CXO J003353.5-432127,0.9406170119952583,0.00027518386149116906,0.000529463406466419,0.000419259259259251,0.03054743018827896,0.007572321944479967,0.002510118386120482,0.017529210958645382,0.07464971978651004,0.0008310218989493277,0.0013269327529023712,0.0009881961196303757,0.04645934845069905,0.009043940478299798,0.005510925080990422,0.026825059164782398,AGN,0.9406170119952583,0.07464971978651004,AGN,1
2CXO J003414.9-433847,0.8630984103087251,0.0223233129945776,0.008822087738380799,1.869158878504e-06,0.004800835597969579,0.03871356700226913,0.05998801792664149,0.0022518992725575116,0.15856246984510372,0.03582447244332792,0.010785387172736582,1.8691588785039998e-05,0.005790003391668714,0.05743517288574937,0.07768043469456493,0.0028873102669413502,AGN,0.8630984103087251,0.15856246984510372,AGN,1
2CXO J003455.1-433544,0.4238347720670298,0.017999812732250015,0.016105933753447467,1.056469386639015e-05,0.0003194470142614798,0.25640803385644945,0.28415088246243414,0.0011705534202610937,0.09370935419659102,0.016320300265204653,0.007027752446502759,7.077923345378133e-05,0.0006627267085110715,0.10218356001021926,0.11378122490820444,0.0013064061457802858,AGN,0.4238347720670298,0.09370935419659102,AGN,0
2CXO J003502.5-433419,0.9890967237017199,0.0005533103730831102,3.562025243120787e-05,1.8518518518510002e-06,0.0018794939976123002,0.0007154241368798489,0.006377786200823144,0.0013397894855986137,0.014063010472001838,0.0014333610843954246,0.0002474439737933354,1.851851851851e-05,0.0037891484013791036,0.0019282569576008436,0.010378017348920802,0.0028718321329390326,AGN,0.9890967237017199,0.014063010472001838,AGN,1
2CXO J003504.4-431610,0.926921593318112,0.04511634409727625,0.00047343137254901184,3.3333333333333e-05,0.004217064457967058,0.020545158698979438,0.0005866666666666591,0.0021064080551161457,0.023574698817264636,0.01702061206148965,0.0010517287936149104,0.00033333333333333007,0.005026156694840861,0.014879066905176368,0.0014071708112313517,0.0021793581821568007,AGN,0.926921593318112,0.023574698817264636,AGN,1
2CXO J003515.6-433357,0.9817030280830282,0.0059421428571428125,0.0,0.00011777777777777599,0.002055940170940145,0.006608888888888846,0.0,0.0035722222222221885,0.007563965056659789,0.004192888438575787,0.0,0.0005143095163307288,0.002271040740080016,0.00460562070870831,0.0,0.0029406726789908333,AGN,0.9817030280830282,0.007563965056659789,AGN,1
2CXO J003516.1-432451,0.994229810298103,0.002495934959349582,0.000185555555555553,0.0,0.002204444444444436,0.000485365853658532,0.0,0.000398888888888881,0.014783006891372243,0.007004122114622011,0.0008393988014785721,0.0,0.0073002812615041955,0.001769747244110258,0.0,0.0009957003211645788,AGN,0.994229810298103,0.014783006891372243,AGN,1
2CXO J003536.8-433615,0.284658800445965,0.030823418802739592,0.029719387228177605,1.3332587278138757e-06,0.00011798365522480219,0.5475944165087513,0.09943215910328738,0.007652500997126404,0.09746012514281328,0.039202049636564124,0.027502040495217678,7.661793652446424e-06,0.00027368686109681493,0.15994218549746073,0.09942633642560605,0.009530751296551525,LMXB,0.5475944165087513,0.15994218549746073,AGN,0
2CXO J003541.2-431022,0.5834712117803582,0.011803070989601174,0.011748018671061046,7.137459972350157e-07,0.00035138395058070316,0.2828662691715673,0.10537353478145828,0.004385796909375867,0.14375526585794768,0.011746400800214156,0.005640882030489869,5.703127270714038e-06,0.001068145075213693,0.15155209345566278,0.07693986778312392,0.0035474087297273126,AGN,0.5834712117803582,0.14375526585794768,AGN,0
2CXO J003548.4-431444,0.9967214087519022,0.000697827159384171,4.4444444444444e-05,4.4444444444444e-05,0.000987222222222213,0.001155998006842297,0.0,0.000348654970760229,0.008696921872479967,0.0019553741086898646,0.00035029782636066854,0.00035029782636066854,0.002793366527717813,0.004033406474222688,0.0,0.001157610547288767,AGN,0.9967214087519022,0.008696921872479967,AGN,1
2CXO J003802.3-504402,0.000420555555555547,0.0002662067838257569,0.21151120265681356,1.3333333333333e-05,0.7168594164029412,0.000114999999999998,6.6666666666666e-05,0.07074761860086398,0.0008287097699305727,0.0008645638696429007,0.103234800851505,0.00013333333333333,0.11707503463827294,0.0004816274707448963,0.0004690176471209609,0.03671118164978228,LM-STAR,0.7168594164029412,0.11707503463827294,LM-STAR,1
2CXO J004043.4-440852,0.274578324390022,0.12172345585365668,0.08645737520733004,3.354946071840257e-06,7.407103884250868e-05,0.10883019251697132,0.40656671179270015,0.0017665142544052883,0.07711413145191201,0.07178702801396263,0.0568667744972803,2.4969056757651948e-05,0.0002377919671158807,0.07623304861394256,0.12319081498804835,0.002392094742166368,NS,0.40656671179270015,0.12319081498804835,AGN,0
2CXO J004142.9-091915,0.07437993387773885,0.019834814531077022,0.3371457527039559,0.01714148735658368,0.2669483340793699,0.046077140947334325,0.030731281698403744,0.2077412548055363,0.022413137579109652,0.008825007565750791,0.06826243290787166,0.008138928786271848,0.09544080478060964,0.015570463210030906,0.013494239975132003,0.04059854839125823,HM-STAR,0.3371457527039559,0.06826243290787166,LM-STAR,0
2CXO J004243.4+851414,7.777777777777701e-05,0.00012908009649161215,0.015220624540186047,0.0,0.983328433967917,0.0,3.2367149758454e-05,0.0012117164678691536,0.0005962638801653736,0.0005379996961029192,0.04248197217499999,0.0,0.04568338291586142,0.0,0.00032367149758454,0.003206377672888426,LM-STAR,0.983328433967917,0.04568338291586142,LM-STAR,1
2CXO J004252.7-233227,0.971631072796935,0.003280038314176213,0.00035999999999999303,0.011563888888888848,0.00024833333333332903,0.00665055555555551,0.0,0.006266111111111075,0.009240787954246696,0.0032395234708705494,0.0008036222398161979,0.006949994975959051,0.0006772658643426914,0.004061907749751831,0.0,0.004004979558873038,AGN,0.971631072796935,0.009240787954246696,AGN,1
2CXO J004351.5+005501,0.9257671601404646,0.02362383964180124,0.0015424999999999842,0.0005227777777777729,0.0019580880539823093,0.034963841631591365,0.002694074568137841,0.008927718186244833,0.03925488502635761,0.01794744816307236,0.002639384899335202,0.0016036165130534636,0.009638684583775464,0.019962255874212683,0.0028850554406298335,0.008068221467368611,AGN,0.9257671601404646,0.03925488502635761,AGN,1
2CXO J004446.5+330254,2.225897341663582e-05,2.2533687325454404e-05,0.0007763070190487461,0.0,0.9989141221585379,0.0,0.0,0.0002647781616713687,0.00022221881385053722,0.00022219302825110987,0.0034737254502295993,0.0,0.0037719542294971094,0.0,0.0,0.0006875364839858448,LM-STAR,0.9989141221585379,0.0037719542294971094,LM-STAR,1
2CXO J004526.2+143643,0.9943911704023969,0.004424797979797949,0.000136666666666664,0.0,0.0005489393939393846,0.0004183838383838326,0.0,8.004171881518365e-05,0.005034702781125833,0.00407400532281411,0.0005417717674086421,0.0,0.0014359257743408827,0.0010699988128231206,0.0,0.0003900667313177407,AGN,0.9943911704023969,0.005034702781125833,AGN,1
2CXO J004610.3+010643,0.9979098446720118,0.00016222222222222,0.0,2.5e-05,6.897885739990914e-05,0.001460065359477108,6.666666666666e-06,0.00036722222222221497,0.00296907174003482,0.0006339562180032012,0.0,0.00024999999999999995,0.00041864901960898425,0.002426847569300117,6.666666666665996e-05,0.0008259453652345234,AGN,0.9979098446720118,0.00296907174003482,AGN,1
2CXO J004613.5+010425,0.9254617474540594,0.015587533870900082,0.0014829100529100431,0.011723897508872972,0.0036684888766654322,0.004262777777777746,0.00021805555555555199,0.0375945889032587,0.11933231809207212,0.02394058795901065,0.005022432511952855,0.007695450136149284,0.015622714092946856,0.004098684886062381,0.0005598233241466704,0.07723235549521516,AGN,0.9254617474540594,0.11933231809207212,AGN,1
2CXO J004821.6-285207,0.9936177178289156,0.0038362335872701757,7.3643892339543e-05,1.3333333333333e-05,0.0009133390401868575,0.0009030105469718042,1.1111111111111e-05,0.000631610659871521,0.01106417175830404,0.005926865719324327,0.0003527347524119477,0.00013333333333332998,0.002267739195385829,0.0029940686761773467,0.00011111111111111003,0.001653268035951221,AGN,0.9936177178289156,0.01106417175830404,AGN,1
2CXO J005006.3-005319,0.9541199702391191,0.01220191335948766,0.001527974866361384,0.00034555555555555,0.0060377408254676575,0.01875356771627134,0.000667638107637119,0.0063456393301000525,0.053959402679223396,0.019236768529040344,0.0028220883703390033,0.0014399823161957389,0.016534374947348718,0.02196367959242307,0.001813071160552429,0.008170624822468671,AGN,0.9541199702391191,0.053959402679223396,AGN,1
2CXO J005009.8-003900,0.9534730836349705,0.002410177222992727,0.00011388888888888701,0.002482142857142837,9.448906738063201e-05,0.000735949298813368,0.00011201725997842301,0.040578251769832596,0.030083563451208932,0.002206950464862471,0.00048208813115991256,0.0038250816963947038,0.0004889335956208744,0.0015148501792952432,0.0005339923201843813,0.02697245380324675,AGN,0.9534730836349705,0.030083563451208932,AGN,1
2CXO J005027.8-174009,0.9934172955037113,0.002243361751905067,2.2222222222222e-05,4.1666666666666e-05,0.00010722222222222,0.0034918518518518233,1.3333333333333e-05,0.0006630464480874188,0.005359297870266452,0.0030254090256528294,0.00022222222222222,0.0003427745444570219,0.0004004031357969111,0.0037987179596443697,0.00013333333333333,0.0012764496378031556,AGN,0.9934172955037113,0.005359297870266452,AGN,1
2CXO J005055.6+293328,0.9920630086969561,0.001014444444444433,0.00017888888888888702,0.001052222222222205,2.8888888888888004e-05,0.001076851851851836,0.0,0.004585695006747596,0.004767935516667729,0.0017784198475777832,0.0005994749750127481,0.0014926519108280276,0.0002313609113606861,0.001844475347822538,0.0,0.0035387715874317396,AGN,0.9920630086969561,0.004767935516667729,AGN,1
2CXO J005203.1+473538,0.000379444444444436,0.00012195034171797363,0.541657183086003,2.61735147722274e-05,0.3202868109211678,0.0002807560532833633,0.0,0.13724768163861129,0.000716003399390412,0.0005120758481931821,0.09605169099844173,0.0001672734533995254,0.10235727958950692,0.002279502724698333,0.0,0.06434416827612377,HM-STAR,0.541657183086003,0.09605169099844173,LM-STAR,0
2CXO J005216.8+563133,5.6666666666665004e-05,0.0002953143397834569,0.0351420193230463,0.00013111111111111,0.9600398877914587,0.0,0.0,0.0043350007679337,0.00022953457356985604,0.0010143218111962678,0.033282304688473756,0.0006686054860096325,0.03567665060170767,0.0,0.0,0.006157582174181389,LM-STAR,0.9600398877914587,0.03567665060170767,LM-STAR,1
2CXO J005424.8+124215,0.9951144613699722,0.002680873015872996,6.6666666666665e-05,0.0,0.00062999999999999,0.0014051763668430162,0.0,0.00010282258064515953,0.005055642150088755,0.0033315322051990885,0.00027387835399521196,0.0,0.0012436951608307853,0.0023125762095912994,0.0,0.00035014017695601666,AGN,0.9951144613699722,0.005055642150088755,AGN,1
2CXO J005427.7+124426,0.3663381415039359,0.09765932063203069,0.059910105453866234,4.8177231842292e-07,0.00028827328719613934,0.2224533170128787,0.250901173123189,0.002449187214584755,0.09941664351735652,0.07798280745271838,0.02290807455904042,3.2858475745167608e-06,0.0014231375361890286,0.11099835842642225,0.09367290927232044,0.0022971403761972648,AGN,0.3663381415039359,0.09941664351735652,AGN,0
2CXO J005614.6-011828,0.9981635527374828,0.000690476190476181,4.4444444444444e-05,0.0,0.000845606060606052,0.000163888888888887,0.0,9.203167810157626e-05,0.003034835878400589,0.0013788955396582339,0.00035029782636066854,0.0,0.002271471413838103,0.000654841580801889,0.0,0.0004269879246240677,AGN,0.9981635527374828,0.003034835878400589,AGN,1
2CXO J005701.1+145003,0.9783344521697822,0.002618333333333308,0.00045444444444443994,0.001349166666666651,0.0026211362825688572,0.001200835579514814,8.8888888888888e-05,0.013332742634800821,0.03595109661746345,0.003257112613784648,0.002266442463769204,0.002077274222967705,0.008753533732403293,0.0025745630632314003,0.0005161079126292129,0.022786794454352523,AGN,0.9783344521697822,0.03595109661746345,AGN,1
2CXO J005717.8-271830,0.9997656508049899,6.8242544294045e-05,8.333333333333e-06,0.0,2.243712281913377e-05,0.000106447305674772,0.0,2.8888888888888004e-05,0.0016110172220331694,0.0006186873283440101,8.333333333332998e-05,0.0,0.00015734030149692392,0.0007410585981258257,0.0,0.0001690772179335268,AGN,0.9997656508049899,0.0016110172220331694,AGN,1
2CXO J005734.9-012327,0.4499158325752851,0.07193424940005994,0.02645009020268747,0.08505336059014822,0.020826173384941617,0.03949961359883749,0.06232718696612162,0.24399349328191833,0.06482901396939451,0.029435979784781543,0.01102796397760621,0.032554705134237784,0.019053401720205605,0.021102312101312113,0.02852014960286032,0.047483216263837114,AGN,0.4499158325752851,0.06482901396939451,AGN,0
2CXO J005759.9-272126,0.004940181837118655,0.053401255991372375,0.0018985972690747275,0.001983888888888869,0.6308007231142579,0.0006117709653631118,1.1111111111111e-05,0.3063524708228131,0.0038663174171501133,0.04521480604314596,0.0021866637543313523,0.0031884848522181226,0.1572724110225001,0.0010569232089334064,0.00011111111111111005,0.1460370403513129,LM-STAR,0.6308007231142579,0.1572724110225001,LM-STAR,0
2CXO J005811.4-272635,0.9973155491274042,0.001409758219077098,1.1111111111111e-05,0.0,0.0004357091653865782,0.000532872377020981,1.1111111111111e-05,0.000283888888888883,0.00940536484920152,0.005862522931764009,0.00011111111111110999,0.0,0.0012299923935827513,0.0030454749297213948,0.00011111111111111002,0.0007754050307522536,AGN,0.9973155491274042,0.00940536484920152,AGN,1
2CXO J005818.1-272848,0.9997868518518519,0.000107592592592589,0.0,0.0,1.9444444444444e-05,5.2777777777777e-05,0.0,3.3333333333333e-05,0.0005886365742846597,0.00035901692105389746,0.0,0.0,0.00013821384776562022,0.0002811107562225182,0.0,0.0002474461148373461,AGN,0.9997868518518519,0.0005886365742846597,AGN,1
2CXO J005926.8-004938,0.8203097210742414,0.14709011867153188,0.000287301587301582,3.3333333333333e-05,0.000982880027266518,0.027662566168412416,0.0010992981047990324,0.0025347810331138197,0.10708711432755286,0.08906484613475563,0.000827233221868182,0.00024744611483734603,0.0022641363969640236,0.024122127234975373,0.002034558604397451,0.004104447046282241,AGN,0.8203097210742414,0.10708711432755286,AGN,1
2CXO J010026.1-334107,0.9435770319860535,0.0112542937236056,3.3333333333333e-05,0.000149999999999997,0.020887576370170663,0.011960140447364855,0.0,0.01213762413947183,0.01814076482612982,0.005876673761870724,0.00024744611483734603,0.0005561444690076235,0.011825430568763923,0.005687286591714954,0.0,0.005207596244664109,AGN,0.9435770319860535,0.01814076482612982,AGN,1
2CXO J010032.2-020046,0.37093956204957534,0.030443800343520445,0.01539300150568228,0.021500873015872973,0.10382517830629437,0.003556666666666635,0.000596428571428566,0.4537444895409592,0.19088185790639903,0.01640681568281595,0.010477130986093755,0.013416918689013858,0.048201221329958674,0.004102776001571024,0.0028175858433693865,0.14100408585967428,YSO,0.4537444895409592,0.14100408585967428,AGN,0
2CXO J010111.0-642230,0.017625575097690128,0.006850987677136674,0.0014860919259924296,1.1261261261261258e-07,0.014812258888669955,0.3647011624189137,0.5944255992971615,9.821208182279182e-05,0.03216554684464421,0.00875340946377301,0.009567397940631312,1.126126126126126e-06,0.013955525006930057,0.1475634424192433,0.15302233631139292,0.0005733882635864737,NS,0.5944255992971615,0.15302233631139292,LMXB,0
2CXO J010250.3-220929,0.9961041907374941,0.002022777777777762,3.0555555555555005e-05,2.2222222222222e-05,0.00017008190008189708,0.0013917556474472735,6.666666666666e-06,0.00025174949275451124,0.00436994826075105,0.0035068484029697595,0.00017610304746680885,0.000156339215706987,0.0005066203222274333,0.0019083693625788283,6.666666666665996e-05,0.0005840495887192783,AGN,0.9961041907374941,0.00436994826075105,AGN,1
2CXO J010514.4+000226,0.9779577309229756,0.00487933333333331,6.6666666666665e-05,0.00032455555555555097,0.0006070279292834228,0.011331352258852226,6.6666666666665e-05,0.004766666666666638,0.028076220927354546,0.009677561493393412,0.00040479727089926226,0.0008742114470032761,0.001753512606392247,0.014699010247550713,0.0003663076840123601,0.006933825776060036,AGN,0.9779577309229756,0.028076220927354546,AGN,1
